API,Formula_API,MW_API,LogP_API,AlogP_API,HBA_API,HBD_API,TPSA_API,AMR_API,nRB_API,nAtom_API,nAcidicGroup_API,RC_API,nRigidB_API,nAromaticRings_API,nHB_API,E_API,Eaq_API,relE_API,relEaq_API,EHOMO_API,ELUMO_API,Dipole_API,SolvationE_API,Solubility_API,Acidicpka1_API,Acidicpka2_API,Acidicpka3_API,Acidicpka4_API,Basicpka1_API,Basicpka2_API,Basicpka3_API,Basicpka4_API,MeltingP_API,MW_Co,LogP_Co,AlogP_Co,HBA_Co,HBD_Co,TPSA_Co,AMR_Co,nRB_Co,nAtom_Co,nAcidicGroup_Co,RC_Co,nRigidB_Co,nAromaticRing_Co,nHB_Co,E_Co,Eaq_Co,relE_Co,relEaq_Co,EHOMO_Co,ELUMO_Co,Dipole_Co,SolvationE_Co,Solubility_Co,Acidicpka1_Co,Acidicpka2_Co,Acidicpka3_Co,Acidicpka4_Co,Basicpka1_Co,Basicpka2_Co,Basicpka3_Co,Basicpka4_Co,MeltingP_Co,Formation_Binary,Coformer,Formula_Co,Formation
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,140.113,0.465,0.878,2,1,37.3,37.08,1,15,1,1,9,1,3,-1364602.76,-1364617.8,0,0,-667.2,-137.65,1.35,-15.04,237.1322,4.22,0,0,0,0,0,0,0,185,1,4-fluorobenzoic acid,C₇H₅FO₂,CC
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,137.138,0.497,-0.229,3,2,63.32,40.5,1,17,1,1,9,1,5,-1249386.39,-1249419.13,0,0,-539.04,-115.66,1.07,-32.738,683.13,4.89,0,0,0,1.95,0,0,0,145,1,2-aminobenzoic acid,C₇H₇NO₂,CC
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,201.019,1.313,1.421,2,1,37.3,44.49,1,15,1,1,9,1,3,-7861597.45,-7861624.85,0,0,-646.9,-145.32,3.09,-27.395,201.019,3.25,0,0,0,0,0,0,0,150,1,2-bromobenzoic acid,C₇H₅BrO₂,CC
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,156.568,1.137,1.337,2,1,37.3,41.67,1,15,1,1,9,1,3,-2310844.65,-2310870.48,0,0,-655.32,-145.84,3.12,-25.825,156.57,3.07,0,0,0,0,0,0,0,142,1,2-chlorobenzoic acid,C₇H₅ClO₂,CC
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,138.122,0.908,0.405,3,2,57.53,38.56,1,16,1,1,9,1,5,-1301570.04,-1301615.7,0,0,-589.03,-148.94,2.09,-45.66,1173.3617,2.79,13.23,0,0,0,0,0,0,158,1,salicylic acid,C₇H₆O₃,CC
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,167.12,0.777,1.181,2,1,80.44,40.17,2,17,1,1,10,1,3,-1640787.41,-1640816.07,0,0,-716.42,-257.78,4,-28.65,167.12,1.18,0,0,0,0,0,0,0,147.5,1,2-nitrobenzoic acid,C₇H₅NO₄,CC
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,138.122,0.268,0.405,3,2,57.53,38.56,1,16,1,1,9,1,5,-1301535.7,-1301575.33,0,0,-597.49,-135.71,0.61,-39.63,1173.3617,3.84,9.55,0,0,0,0,0,0,202,0,3-hydroxybenzoic acid,C₇H₆O₃,H
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,118.088,-0.71,-0.41,4,2,74.6,23.54,3,14,2,0,4,0,6,-1199080.67,-1199124.97,0,0,-709.42,11.99,1.45,-44.3,69013.3023,3.55,5.69,0,0,0,0,0,0,188,0,succinic acid,C₄H₆O₄,Ca
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,188.182,1.839,0.949,3,2,57.53,56.76,1,22,1,2,14,2,5,-1704575.09,-1704617.61,0,0,-548.42,-161.71,2.76,-42.52,188.182,2.7,12.3,0,0,0,0,0,0,195,0,1-hydroxy-2-naphthoic acid,C₁₁H₈O₃,Ca
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,144.214,3.018,-1.594,2,1,37.3,32.23,6,26,1,0,3,0,3,-1219852.63,-1219867.53,0,0,-699.86,18,1.32,-14.9,30.875,5.19,0,0,0,0,0,0,0,16.3,0,caprylic acid,C₈H₁₆O₂,Ca
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,104.061,-0.299,-0.445,4,2,74.6,18.99,2,11,2,0,4,0,6,-1095935,-1095977.94,0,0,-725.66,-21.01,2.25,-42.93,38974.8936,2.43,5.92,0,0,0,0,0,0,135,0,malonic acid,C₃H₄O₄,Ca
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,138.122,0.268,0.405,3,2,57.53,38.56,1,16,1,1,9,1,5,-1301540.27,-1301581.8,0,0,-605.77,-107.67,1.86,-41.53,1173.3617,4.38,9.67,0,0,0,0,0,0,214.5,0,4-hydroxybenzoic acid,C₇H₆O₃,Ca
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,116.072,-0.416,-0.225,4,2,74.6,24.61,2,12,2,0,5,0,6,-1195834.61,-1195878.57,0,0,-709.27,-183.76,2.16,-43.96,6642.8356,3.35,4.22,0,0,0,0,0,0,287,0,fumaric acid,C₄H₄O₄,Ca
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,122.123,0.982,0.968,2,1,37.3,36.96,1,15,1,1,8,1,3,-1104129.65,-1104150.7,0,0,-672.69,-134.33,1.91,-21.05,430.5498,4.08,0,0,0,0,0,0,0,122.4,0,benzoic acid,C₇H₆O₂,Ca
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,88.106,-0.38,-0.262,2,0,18.46,22.09,0,14,0,1,6,0,2,-807218.32,-807244.29,0,0,-595.31,252.27,0,-25.965,130.6366,0,0,0,0,0,0,0,0,11.75,0,"1,4-dioxane",C₄H₈O₂,So
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,316.381,1.628,1.43,5,1,107.98,90.56,5,38,1,2,18,2,6,-3549855.48,-3549894.73,0,0,-600.89,-220.87,4.3,-39.252,62.3849,3.07,0,0,0,0.4,0,0,0,238.5,1,febuxostat,C₁₆H₁₆N₂O₃S,CC
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,61.084,-1.275,-1.187,2,2,46.25,16.21,1,11,0,0,2,0,4,-551946.66,-551990.43,0,0,-582.76,171.89,1.24,-43.768,67062.6187,15.61,0,0,0,9.55,0,0,0,10.4,0,ethanolamine,C₂H₇NO,S
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,297.886,1.974,0.187,4,2,74.6,49.61,0,14,0,1,12,0,6,-14910667.7,-14910710.12,0,0,-669.75,-386.3,2.74,-42.429,297.886,2.44,6.79,0,0,0,0,0,0,0,0,bromanilic acid,C₆H₂Br₂O₄,S
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,68.079,-0.038,-1.675,2,1,24.39,18.88,0,9,0,1,5,1,3,-593509.63,-593568.97,0,0,-577.79,79.44,3.73,-59.34,104.608,13.4,0,0,0,6.97,0,0,0,90.5,0,Imidazole,C₃H₄N₂,H
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,82.106,0.198,-1.596,2,1,24.39,22.96,0,12,0,1,6,1,3,-696657.02,-696709.23,0,0,-543.29,85.28,3.63,-52.205,637.5642,13.92,0,0,0,7.52,0,0,0,144,0,2-methylimidazole,C₄H₆N₂,S
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,118.139,0.761,-0.036,2,1,24.39,39.66,0,15,0,2,10,2,3,-996607.27,-996664.47,0,0,-566.92,-49.2,3.49,-57.2,1.7427,12.25,0,0,0,5.79,0,0,0,170.5,0,benzimidazole,C₇H₆N₂,S
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,69.067,1.157,0.632,3,1,36.75,18.38,0,8,0,1,5,1,4,-635560.55,-635588.8,0,0,-705.93,-42.67,0.11,-28.247,238.8751,9.22,0,0,0,0.87,0,0,0,24,1,triazole,C₂H₃N₃,CC
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,119.127,1.455,0.091,3,1,36.75,36.99,0,14,0,2,10,2,4,-1038617.17,-1038655.54,0,0,-587.22,-154.48,0.18,-38.365,7.3167,9.04,0,0,0,0.22,0,0,0,100,1,benzotriazole,C₆H₅N₃,CC
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,80.09,-0.898,-0.632,2,0,24.72,23.94,0,10,0,1,6,1,2,-693463.13,-693495.61,0,0,-650.3,-162.18,0,-32.474,944.2078,0,0,0,0,0.88,-1.52,0,0,55,1,pyrazine,C₄H₄N₂,CC
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,208.984,1.622,0.019,4,2,74.6,43.97,0,14,0,1,12,0,6,-3809153.72,-3809195.66,0,0,-680.53,-389.46,2.73,-41.945,208.98,2.52,6.71,0,0,0,0,0,0,283.5,0,chloranilic acid,C₆H₂Cl₂O₄,S
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,60.052,-0.08,-0.23,2,1,37.3,12.64,0,8,1,0,3,0,3,-601102.06,-601122.52,0,0,-701.94,15.96,1.59,-20.47,25786.9762,4.54,0,0,0,0,0,0,0,16.635,1,acetic acid ,C₂H₄O₂,CC
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,154.121,0.616,-0.158,4,3,77.76,40.17,1,17,1,1,10,1,7,-1498906.79,-1498970.38,0,0,-543.23,-124.22,1.91,-63.584,3184.1063,2.53,10.02,15.52,0,0,0,0,0,199.5,1,"2,5-dihydroxybenzoic acid",C₇H₆O₄,CC
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,88.106,0.466,0.494,2,1,37.3,22.31,1,14,1,0,4,0,3,-807351.74,-807368.94,0,0,-691.89,8.61,1.56,-17.195,4837.9881,4.87,0,0,0,0,0,0,0,-46,0,isobutyric acid,C₄H₈O₂,So
Piroxicam,C₁₅H₁₃N₃O₄S,331.352,0.59,-0.446,7,2,107.45,90.75,3,36,0,3,22,2,9,-3786099.99,-3786180.95,0,0,-603.76,-213.35,4.12,-80.963,31.1418,4.76,11.73,0,0,3.79,0,0,0,199,183.187,-0.67,-0.299,4,1,71.62,45.15,0,17,0,2,13,1,5,-2488940.74,-2489012.43,0,0,-733.92,-214.16,3.99,-71.69,317.1382,1.94,0,0,0,0,0,0,0,228,1,saccharin,C₇H₅NO₃S,CC
Posaconazole,C₃₇H₄₂F₂N₈O₄,700.791,5.835,-1.165,11,1,111.79,98.2,12,93,0,7,45,4,12,-6228093.2,0,0,0,-486.33,-70.45,5.06,0,0.0001,14.83,0,0,0,3.93,2,0,0,0,215.046,1.105,1.673,2,1,37.3,49.05,2,18,1,1,9,1,3,-7964758.87,-7964785.6,0,0,-672.27,-176.31,2.19,-26.735,215.046,4.07,0,0,0,0,0,0,0,230,1,4-(bromomethyl)benzoic acid,C₈H₇BrO₂,CC
Posaconazole,C₃₇H₄₂F₂N₈O₄,700.791,5.835,-1.165,11,1,111.79,98.2,12,93,0,7,45,4,12,-6228093.2,0,0,0,-486.33,-70.45,5.06,0,0.0001,14.83,0,0,0,3.93,2,0,0,0,137.138,-0.143,-0.229,3,2,63.32,40.5,1,17,1,1,9,1,5,-1249386.35,-1249426.55,0,0,-545.69,-83.06,4.01,-40.2,683.13,4.77,0,0,0,2.69,0,0,0,188.5,1,4-aminobenzoic acid,C₇H₇NO₂,CC
Risperidone,C₂₃H₂₇FN₄O₂,410.493,1.588,-0.871,4,0,57.5,111.23,4,57,0,5,30,2,4,-3573411.82,-3573447.49,0,0,-525.68,-129.83,5.78,-35.67,53.7805,0,0,0,0,8.76,3.05,-0.51,0,170,183.187,-0.67,-0.299,4,1,71.62,45.15,0,17,0,2,13,1,5,-2488940.74,-2489012.43,0,0,-733.92,-214.16,3.99,-71.69,317.1382,1.94,0,0,0,0,0,0,0,228,0,saccharin,C₇H₅NO₃S,S
Risperidone,C₂₃H₂₇FN₄O₂,410.493,1.588,-0.871,4,0,57.5,111.23,4,57,0,5,30,2,4,-3573411.82,-3573447.49,0,0,-525.68,-129.83,5.78,-35.67,53.7805,0,0,0,0,8.76,3.05,-0.51,0,170,63.012,-0.142,0.544,0,1,63.37,6.17,0,5,0,0,3,0,1,-737120.87,-737115.03,0,0,-837.85,-209.06,2.38,5.84,9459.1493,0,0,0,0,0,0,0,0,-41.6,0,nitric acid,HNO₃,S
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,163.153,-1.514,-0.674,5,1,80.85,32.74,0,15,0,1,10,0,6,-2386363.69,-2386427.88,0,0,-726.84,-177.63,3.59,-64.193,2703.7815,3.02,0,0,0,0,0,0,0,123.2,0,acesulfame,C₄H₅NO₄S,S
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,192.123,-2.247,-1.395,7,4,132.13,35.62,5,21,3,0,7,0,11,-1994447.49,-1994508.91,0,0,-669.2,-22.07,1.92,-61.42,47847.9722,3.05,4.67,5.39,13.92,0,0,0,0,153,0,citric acid,C₆H₈O₇,S
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,55.08,0.284,0.121,1,0,23.79,16.65,0,9,0,0,3,0,1,-451401.15,-451416.57,0,0,-827.23,76.29,3.92,-15.41,28.647,0,0,0,0,0,0,0,0,-91.8,0,propanenitrile,C₃H₅N,So
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,41.053,0.031,0.045,1,0,23.79,11.62,0,6,0,0,2,0,1,-348277.01,-348294.2,0,0,-840.58,85.33,3.83,-17.2,73.2585,0,0,0,0,0,0,0,0,-44,0,acetonitrile,C₂H₃N,So
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,183.187,-0.67,-0.299,4,1,71.62,45.15,0,17,0,2,13,1,5,-2488940.74,-2489012.43,0,0,-733.92,-214.16,3.99,-71.69,317.1382,1.94,0,0,0,0,0,0,0,228,0,saccharin,C₇H₅NO₃S,So
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,108.14,1.267,0.905,1,0,9.23,37.6,1,16,0,1,7,1,1,-909768.57,-909778.86,0,0,-552.1,2.7,1.31,-10.29,4.8247,0,0,0,0,0,0,0,0,-37.3,0,anisole ,C₇H₈O,So
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,119.378,2.074,1.617,0,0,0,21.36,0,5,0,0,3,0,0,-3726427.19,-3726433.75,0,0,-810.42,-133.47,1.27,-6.56,2.574,0,0,0,0,0,0,0,0,-63.47,1,Chloroform,CHCl₃,CC
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,88.106,-0.38,-0.262,2,0,18.46,22.09,0,14,0,1,6,0,2,-807218.32,-807244.29,0,0,-595.31,252.27,0,-25.965,130.6366,0,0,0,0,0,0,0,0,11.75,0,"1,4-dioxane",C₄H₈O₂,So
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,92.141,2.474,1.85,0,0,0,35.24,0,15,0,1,7,1,0,-712395.9,-712399.08,0,0,-605.96,3.9,0.33,-3.18,1.4168,0,0,0,0,0,0,0,0,-94.9,0,toluene ,C₇H₈,So
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,110.112,0.654,0.277,2,2,40.46,34.17,0,14,0,1,8,1,4,-1004070.09,-1004114.08,0,0,-542.92,12.79,1.37,-43.98,33.4233,9.26,10.73,0,0,0,0,0,0,109.8,1,resorcinol,C₆H₆O₂,CC
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,138.122,0.908,0.405,3,2,57.53,38.56,1,16,1,1,9,1,5,-1301570.04,-1301615.7,0,0,-589.03,-148.94,2.09,-45.66,1173.3617,2.79,13.23,0,0,0,0,0,0,158,0,salicylic acid,C₇H₆O₃,S
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,199.254,1.685,-0.526,3,0,93.68,23.33,0,17,0,2,13,1,3,-3336909.78,-3337058.54,0,0,-708.83,-270.91,7.44,-148.767,178.4569,3.28,0,0,0,0,0,0,0,0,0,thiosaccharin,C₇H₅NO₂S₂,S
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,116.072,-0.416,-0.225,4,2,74.6,24.61,2,12,2,0,5,0,6,-1195834.61,-1195878.57,0,0,-709.27,-183.76,2.16,-43.96,6642.8356,3.35,4.22,0,0,0,0,0,0,287,0,fumaric acid,C₄H₄O₄,H
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,90.034,-0.688,-0.48,4,2,74.6,14.44,1,8,2,0,4,0,6,-992772.6,-992803.43,0,0,-718.06,-199.72,0.01,-30.83,21764.9932,1.36,4.11,0,0,0,0,0,0,189.5,0,oxalic acid,C₂H₂O₄,S
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,118.088,-0.71,-0.41,4,2,74.6,23.54,3,14,2,0,4,0,6,-1199080.67,-1199124.97,0,0,-709.42,11.99,1.45,-44.3,69013.3023,3.55,5.69,0,0,0,0,0,0,188,0,succinic acid,C₄H₆O₄,H
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,132.115,-0.352,-0.698,4,2,74.6,26.45,4,17,2,0,4,0,6,-1302207.44,-1302243.65,0,0,-696.86,0.64,0.22,-36.22,37852.4867,3.76,4.56,0,0,0,0,0,0,97.8,0,glutaric acid,C₅H₈O₄,S
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,146.142,0.006,-0.986,4,2,74.6,29.36,5,20,2,0,4,0,6,-1405330.41,-1405366.75,0,0,-701.14,13.16,0,-36.34,20673.6768,3.92,4.7,0,0,0,0,0,0,153.2,0,adipic acid,C₆H₁₀O₄,So
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,160.169,0.575,-1.274,4,2,74.6,32.27,6,23,2,0,4,0,6,-1508453.96,-1508491.24,0,0,-701.21,15.72,0.52,-37.29,6655.8983,4.05,4.81,0,0,0,0,0,0,106,0,pimelic acid,C₇H₁₂O₄,So
Sildenafil,C₂₂H₃₀N₆O₄S,474.586,0.627,-1.48,10,1,115.29,129.76,7,63,0,4,29,2,11,-4943656.81,-4943737.13,0,0,-555.72,-167.36,6.36,-80.32,0.1694,11.14,0,0,0,5.99,-1.06,0,0,189.5,174.196,1.144,-1.562,4,2,74.6,35.18,7,26,2,0,4,0,6,-1611585.68,-1611631.84,0,0,-642.63,-30.07,2.85,-46.16,2141.5936,4.15,4.9,0,0,0,0,0,0,144,0,suberic acid,C₈H₁₄O₄,So
